label,text,cleaned_text,Topic,Probability,Topic_Label
positive,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",lead product turn increas tonn would twofold increas current capac level zahariev said,47,1.0,tonn
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",lemminkainen oyj said sign credit agreement nordea bank sto nda pohjola bank hel poh sampo bank hel sama svenska handelsbanken sto shb,1,1.0,bank
neutral,Pohjola could increase its stake to 45 % in 2013 .,pohjola could increas stake,30,0.6828383240463145,stake
neutral,Scandic Feed will also diversify Tosno 's product portfolio further .,scandic feed also diversifi tosno product portfolio,66,0.13711697950893917,scanfil
positive,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",separ yit corpor austrian firm e ag last week sign agreement sale e build system servic busi germani austria poland czech republ hungari romania eur mln,-1,0.0,outlier
neutral,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .,agreement jm one seri contract teliasonera sign recent month residenti construct real estat manag compani sweden,3,1.0,agreement
positive,The company intends to raise production capacity in 2006 .,compani intend rais product capac,-1,0.0,outlier
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",estim valu contract eur vaisala headquart helsinki finland develop manufactur electron measur system meteorolog environment scienc traffic industri,33,0.9646640570118985,electron
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",mall part baltic pearl develop project citi st petersburg baltic pearl cjsc subsidiari shanghai foreign joint invest compani develop home peopl,0,0.8962740631186905,build
neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",new facil known technopoli pulkovo introduc russian market entir new concept creat oper grow commerciallyfund scienc technolog park support growth knowledgeintens compani,35,0.7935438392751212,technolog
positive,"Thereby , the company will expand its offering to North , Central and South America .",therebi compani expand offer north central south america,83,1.0,brazil
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",member partner use most appar increas effici result servic observ perttu puro tradeka,8,0.9644347811857606,data
neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,vacon control compani via invest fund power fund eur usd,37,0.7116489864095584,invest
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",order includ wartsila order book second quarter compani ad,99,1.0,book
neutral,`` Management decided at the end of 2005 to increase cathode copper capacity .,manag decid end increas cathod copper capac,47,1.0,tonn
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,complet name sharehold otto henrik bernhard nyberg inform amount share transfer correspond total number share aspo plc,4,1.0,share
neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",data process unit collect data calcul rvr valu provid data user via various interfac,8,1.0,data
negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,tinyurl link take user scam site promis user earn thousand dollar becom googl nasdaq goog cash advertis,88,1.0,fsecur
neutral,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",alexandria va march pertti salmi hanna vuolteenaho oulu finland sami viitasaari ii finland develop ornament design handset u patent trademark offic announc,43,1.0,patent
neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",alexandria va oct markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland develop system provid communic secur,35,0.7458651676430509,technolog
neutral,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",earlier report nokian tyre build plant town vsevolozhsk russia leningrad region annual product capac million tire,50,1.0,tyre
neutral,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",biohit inc expand mline famili pipettor addit new ml volum rang,116,1.0,pipett
neutral,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .",capman finnish altern asset manag made acquisit helsinkifocus vehicl real estat fund fund bought sevenstori offic built underw refurbish end,45,0.9568170617342037,capman
negative,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .",compar ftse index rose point day relat price chang,29,1.0,index
neutral,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",compar ftse index rose point day relat price chang,29,1.0,index
negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",compar ftse index rose point day relat price chang,29,1.0,index
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",deliveri start later volum increas year,86,1.0,deliveri
positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",finland nokian tyre kazakhstan ordabasi corpor sign agreement build plant astana produc car tire ordabasi chairman dinmukhamet idrisov said press confer,50,1.0,tyre
positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,finnish busi softwar group affectogenimap oyj said sign agreement acquir share swedish sector compani intellibi ab mln euro mln debtfre basi,3,0.9724401540820651,agreement
neutral,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .",finnish heatretain fireplac maker tulikivi oyj said august local tile stove util ceram subsidiari kermansavi oy merg tulikivi mean absorpt order streamlin latest corpor structur,5,1.0,heat
positive,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",finnish silicon wafer manufactur okmet oyj said june sign agreement nordea bank finland plc local subsidiari swedish commerci bank nordea bank ab refin okmet syndic bank facil amount mln euro mln,1,1.0,bank
positive,"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .",furthermor bung also sign licens agreement sunnuntai carlshamn mejeri brand,3,1.0,agreement
neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",german commerzbank ag hamburg branch u jp morgan nyse jpm particip arrang dutch ing am inga coarrang,1,1.0,bank
neutral,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",april nest separ parent compani finnish energi compani fortum becam list helsinki stock exchang,-1,0.0,outlier
neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",russia raisio food divis home market stretch way vladivostok,42,0.9076323688454784,russia
positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",septemb finnish group agre buy danish compani rose poultri eur combin cash stock,10,0.5356603049437872,sale
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,increas number share base option right grant manag compani stock option plan,55,1.0,option
positive,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",plan expand product portfolio harbor segment chief execut pekka lundmark told financi time deutschland,-1,0.0,outlier
neutral,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,offic worldwid pct net sale generat outsid finland,10,1.0,sale
neutral,It has80 branches in Finland with annual revenue in Finland of ?,branch finland annual revenu finland,6,0.7795119627827772,finland
positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",kaukotelko ltd press releas telko group kaukotelko expand strateg partnership bp industri lubric servic bp il acquir total ownership bp swedish retail compani moluballoy ab,-1,0.0,outlier
neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",milan afx italian ship group grimaldi increas stake finnish compani finnlin pct pct held june accord news agenc ansa,30,1.0,stake
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,nokia messag enabl custom receiv email email account mobil phone support pop imap email servic,2,0.6080826230431289,nokia
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",product capac rise gradual tonn tonn,47,1.0,tonn
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,ramir danish subsidiari ramir today sign agreement acquir busi asset machineri rental compani jydsk materiel udlejn locat west jutland,3,0.8357859870013304,agreement
neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,share repurchas helsinki stock exchang behalf sampo plc dansk bank helsinki branch,1,0.8759576836646492,bank
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,solidium pick tikkurila share dividend book valu eur per share,39,0.24390360320366594,dividend
neutral,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .",takoma carri transact acquir entir share capit moventa parkano oy run factori parkano southern finland,6,0.29224711928027175,finland
positive,"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",agreement provid switch doubl convert capac whilst open manufactur locat china,47,0.43417499796254283,tonn
neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment .",build owner develop sun hung kai properti group one largest properti compani hong kong develop type premium residenti commerci project sale invest,-1,0.0,outlier
neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,compani aim final negoti sign contract start octob,-1,0.0,outlier
neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,compani sign letter intent sale septemb envisag seal actual agreement januari,3,1.0,agreement
positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",compani also said novemb real estat fund ky sign agreement finnish window maker fenestra oy build window plant forssa southern finland,106,0.9655238547361481,vuosaari
positive,The company has committed to further expanding the Apollo portfolio .,compani commit expand apollo portfolio,37,0.6837321172371182,invest
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",contract sign yesterday run five year includ twoyear extens option,3,1.0,agreement
neutral,"The contract covers installation , training and start-up services .",contract cover instal train startup servic,-1,0.0,outlier
neutral,"The contract value amounts to about EUR11m , the company added .",contract valu amount eurm compani ad,26,0.8038151020063654,valu
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,contract sign acquir uranium produc sotkamo nickelzinc mine eastern finland own talvivaara,17,0.6423647056736368,mine
neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",expand agreement cover sale market distribut benefon navig locat devic china,-1,0.0,outlier
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",omx nordic omxn index compris trade nordic stock nasdaq omx exchang close point wednesday,29,0.6645219029541358,index
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .",omx nordic omxn index compris trade nordic stock nasdaq omx exchang close point friday,29,0.6631047379111551,index
neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,tietoen sign agreement acquir indian research develop rd servic provid turnkey softwar solut develop fortuna technolog pvt ltd mln euro mln septemb,-1,0.0,outlier
neutral,To be number one means creating added value for stakeholders in everything we do .,number one mean creat ad valu stakehold everyth,30,0.6791069283905079,stake
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",term offtak agreement talvivaara cameco provid upfront invest maximum million cover construct cost uranium extract circuit,17,0.5400832652509857,mine
positive,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",vaisala oyj press releas septemb vaisala sign contract sell oxygen measur technolog busi sick maihak gmbh,-1,0.0,outlier
positive,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",beij xfnasia hong konglist standard charter bank said sign china mobil phone dealer financ agreement nokia make first foreign bank offer financ countri small medium enterpris lr,-1,0.0,outlier
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,provid summari medic equip pipelin product compani develop,116,1.0,pipett
neutral,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",cours talk come new project involv materi handl konecran presid ceo pekka lundmark said ask whether talk relianc industri suppli equip upcom refineri jamnagar,51,0.9383506962699815,poyri
positive,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",lidsko pivo invest program forese integr modern product updat transport logist infrastructur develop new market instrument mikshi said,-1,0.0,outlier
positive,`` Residentialconstruction in particular has picked up in several markets .,residentialconstruct particular pick sever market,-1,0.0,outlier
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,ruukki includ djsi world second year run european djsi stoxx third year run,-1,0.0,outlier
neutral,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,sale oxygen measur busi strengthen goal focus chosen market segment,-1,0.0,outlier
neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",correspond increas euro ahlstrom share capit enter trade regist today,4,1.0,share
neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",august latvija finieri order product line new green veneer mill built ukmerg central lithuania,77,1.0,veneer
neutral,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,finnish hous manufactur target strong grow onefamili hous market russia,-1,0.0,outlier
positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",transact alma medium rais stake talentum share vote right,-1,0.0,outlier
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,aldata said still number oper aspect defin microsoft detail product market initi result agreement avail later date,113,1.0,aspect
neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",alexandria va juli hannu kahonen juuka finland develop ornament design handl fire pit door u patent trademark offic announc,43,0.7436481120711229,patent
neutral,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",alexandria va may kenneth bower vista calif develop ornament design handset u patent trademark offic announc,43,0.955574432917754,patent
positive,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",largest elev market world chine output elev continu rise unit yronyr,5,0.8513210109905808,heat
neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,aspocomp intend set plant manufactur print circuit board invest r crore,-1,0.0,outlier
neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",baltic pearl cjsc subsidiari shanghai foreign joint invest compani develop project st petersburg compris million squar meter residenti space two hospit sever school nurseri,0,0.8962740631186905,build
neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",biohit oyj develop manufactur market liquid handl product diagnost test system use research healthcar industri laboratori,-1,0.0,outlier
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,call switchboard directori servic decreas signific sinc employe uptod contact inform colleagu custom phone place call direct,-1,0.0,outlier
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",cargotec share capit increas total euro,63,0.21952894064008882,subscript
neutral,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",cargotec share capit increas total eur,-1,0.0,outlier
positive,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",compar ftse index rose point day relat price chang,29,1.0,index
positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,componenta increas stake turkish steel compani dokta dokumculuk ticaret sanayi pct stake march,30,1.0,stake
positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",earn per share ep seen eur eur,67,0.9771242898043194,earn
positive,Estonia 's beer market overall grew three percent last year to 130 million liters .,estonia beer market overal grew three percent last year million liter,16,1.0,beer
neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,finnish food compani raisio oyj hel raivv said friday wrap divest margarin oper u sector player bung ltd nyse bg eurm usd,97,1.0,food
positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,finnish lift equip maker konecran hel kcrv said juli rais stake austrian manipul maker ac konecran bought german sector player knight europ,-1,0.0,outlier
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,finnish paper maker upmkymmen corp monday announc sale wrap unit walki wisa capman invest group move concentr core busi,7,0.8981447032193771,paper
neutral,Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,follow increas companyeur tm capit total mln romanian lei mln mln euro,23,1.0,mln
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",helsinki afx kci konecran said rais stake mmh hold inc owner usbas morri materi handl pct pct,30,1.0,stake
neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",generat net sale eur million usd,14,0.924770525377309,million
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",august latvija finieri order product line new green veneer mill built ukmerg lithuania,77,1.0,veneer
positive,It delivers a different user experience and enables us to widen the market we can address . '',deliv differ user experi enabl u widen market address,64,1.0,market
neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,jacob support storengi invest develop storag site sinc owner engin,-1,0.0,outlier
positive,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",adpnew jun finnish stainless steel maker outokumpu oyj hel outv said yesterday sign threeyear eur million usd bn revolv credit facil,1,1.0,bank
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,increas net sale due acquisit swedish silva produc garden tool boat,-1,0.0,outlier
neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",mr ashley deputi execut chairman sport direct sold pc stake compani pound time float,30,0.9225107426761561,stake
negative,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,one challeng oil product north sea scale format plug pipelin halt product,116,1.0,pipett
neutral,Rental of building equipment accounted for 88 percent of the operating income .,rental build equip account percent oper incom,62,1.0,rental
neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",ruukki deliveri includ steel structur includ instal krakeroy bascul bridg steel pile bridg foundat,84,1.0,steel
neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,sanoma continu focus invest digit medium strengthen market posit,-1,0.0,outlier
neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,stockmann establish finland becam first foreign compani enter russia retail trade market,42,0.7726858837331552,russia
positive,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,sysopen digia sign agreement main sharehold sentera hold total share capit vote sentera,4,0.6883162746276601,share
neutral,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",acquisit part suomen helasto strategi expand lukkoexpert secur chain suomen helasto ceo kimmo uusimaki said,25,1.0,ceo
neutral,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",broadbas wig index end thursday session pct pt bluechip wig pt,53,1.0,pct
neutral,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,busi divest generat consolid net sale eur million annual current employe,95,1.0,employe
neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",compani generat net sale mln euro mln annual employ,23,0.4257400826763809,mln
positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,compani plan expand intern market subsidiari distributor onward,-1,0.0,outlier
neutral,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,compani plan spend proceed right offer strengthen balanc sheet,-1,0.0,outlier
neutral,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",contract cover manufactur surfacetreat instal steel structur,84,1.0,steel
neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",correspond increas share capit eur enter trade regist today,4,1.0,share
neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",correspond increas share capit total eur regist finnish trade regist may,4,1.0,share
neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",correspond increas share capit due subscript warrant total eur regist finnish trade regist januari,4,1.0,share
neutral,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",correspond share capit increas eur enter trade regist today,4,1.0,share
positive,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",decis sell share lenenergo reach line fortum strateg plan invest main generat asset russia lenenergo grid compani press releas said,79,0.4942114336287861,recommend
positive,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",equip expand contain handl capac namibia main port walvi bay west coast,83,1.0,brazil
positive,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,expans includ doubl floor space addit lift capac product equip,0,0.8293413128612359,build
positive,The Group aims to increase its net sales and comparable operating profit in 2006 .,group aim increas net sale compar oper profit,-1,0.0,outlier
neutral,The order also includes start-up and commissioning services .,order also includ startup commiss servic,-1,0.0,outlier
neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",order consist capac expans mainten servic new charg function compani said,-1,0.0,outlier
neutral,The phones are targeted at first time users in growth markets .,phone target first time user growth market,2,1.0,nokia
neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",repay eur million debentur bond relat compani previous announc octob collect irrevoc sell commit holder subordin debentur bond,1,0.917518853499796,bank
neutral,The revenues of the business reached NOK 12 million for 2008 .,revenu busi reach nok million,15,0.5487139603985313,revenu
positive,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",subscript increas cargotec share capit euro,63,0.22722428284056576,subscript
positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",subscript increas cargotec share capit eur,63,0.21952894064008882,subscript
positive,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .",total area gorelovo plant sq atrium invest euro mn plant doubl atrium russia product capac st petersburg area,-1,0.0,outlier
neutral,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,tielinja generat net sale mln euro mln,23,1.0,mln
neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",tikkurila powder coat employe four paint plant generat revenu eur usd,69,1.0,tikkurila
neutral,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,u district judg dougla p woodlock yesterday extend jan temporari restrain order march,11,0.48830423497762954,board
neutral,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",uk sarantel outsourc part process elcoteq plant estonia london oct bns british miniatur antenna maker sarantel sign agreement outsourc assembl test suppli chain process plant elcoteq estonian capit tallinn,33,0.29031651414631515,electron
neutral,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",rental agreement stockmann commit invest build bridg gogol street build underground tunnel cross street,-1,0.0,outlier
neutral,We have made long-term investments in developing the system 's implementation model .,made longterm invest develop system implement model,37,1.0,invest
positive,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",launch new g handset nokia aim becom winner china g market g market,2,1.0,nokia
neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",subscript fortum ownership tgk increas slight share vote right,-1,0.0,outlier
neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .,vnh generat annual net sale mln eur employ peopl,-1,0.0,outlier
positive,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",earn per share ep first quarter amount eur eur,67,1.0,earn
negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",jan ford struggl face slow truck suv sale surfeit uptod gottahav car,50,0.1588085158459161,tyre
neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",rautakesko busi oper norway russia acquir juli includ figur compar period impact sale growth start august,10,0.7076835844708832,sale
